id,odasalon,brut,net,kati,yasi,isinma,esyali,kredi,tapu,banyo,fiyat,ilce
3578,2 + 1,90.0,80 ,1. Kat,22 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,675.000 TL,Şişli
3579,2 + 1,130.0,120 ,4. Kat,30 Yaşında,Merkezi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,3.890.000 TL,Şişli
3580,3 + 1,140.0,125 ,2. Kat,35 Yaşında,Merkezi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,850.000 TL,Şişli
3581,3 + 1,140.0,130 ,2. Kat,35 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,775.000 TL,Şişli
3582,3 + 1,125.0,120 ,4. Kat,30 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,1.050.000 TL,Şişli
3583,4 + 1,155.0,145 ,2. Kat,40 Yaşında,Merkezi (Pay Ölçer),Eşyalı Değil,Uygun,Kat Mülkiyeti,2,1.000.000 TL,Şişli
3584,4 + 1,220.0,190 ,6. Kat,25 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,1.750.000 TL,Şişli
3585,2 + 1,85.0,80 ,3. Kat,12 Yaşında,Kombi,Eşyalı Değil,Uygun değil,Kat Mülkiyeti,1,295.000 TL,Şişli
3586,3 + 1,140.0,Belirtilmemiş,1. Kat,30 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,900.000 TL,Şişli
3587,3 + 2,202.0,175 ,6. Kat,29 Yaşında,Merkezi (Pay Ölçer),Eşyalı Değil,Uygun,Kat Mülkiyeti,2,875.000 TL,Şişli
3588,1 + 1,45.0,35 ,Yüksek Giriş,25 Yaşında,Kombi,Eşyalı Değil,Uygun değil,Arsa,1,210.000 TL,Şişli
3589,2 + 1,95.0,85 ,3. Kat,25 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,590.000 TL,Şişli
3590,2 + 1,115.0,100 ,Bahçe Katı,30 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,650.000 TL,Şişli
3591,2 + 1,90.0,80 ,2. Kat,35 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,450.000 TL,Şişli
3592,2 + 1,85.0,75 ,3. Kat,12 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,1,535.000 TL,Şişli
3593,2 + 1,97.0,90 ,3. Kat,27 Yaşında,Merkezi,Eşyalı,Uygun,Kat Mülkiyeti,1,570.000 TL,Şişli
3594,3 + 1,175.0,160 ,4. Kat,25 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,2,725.000 TL,Şişli
3595,2 + 1,100.0,90 ,4. Kat,50 Yaşında,Merkezi,Eşyalı Değil,Uygun,Kat İrtifakı,2,1.250.000 TL,Şişli
3596,3 + 1,135.0,115 ,1. Kat,Sıfır Bina,Merkezi,Eşyalı Değil,Uygun,Kat İrtifakı,2,1.700.000 TL,Şişli
3597,4 + 1,327.0,145 ,1. Kat,35 Yaşında,Merkezi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,2.750.000 TL,Şişli
3598,3 + 1,130.0,120 ,4. Kat,2 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,1.250.000 TL,Şişli
3599,2 + 1,135.0,119 ,Zemin,30 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,540.000 TL,Şişli
3600,2 + 1,90.0,85 ,1. Kat,15 Yaşında,Kombi,Eşyalı Değil,Uygun değil,Arsa,1,225.000 TL,Şişli
3601,4 + 1,180.0,180 ,1. Kat,35 Yaşında,Merkezi,Eşyalı Değil,Uygun,Arsa,1,3.000.000 TL,Şişli
3602,3 + 1,165.0,150 ,3. Kat,42 Yaşında,Merkezi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,1.800.000 TL,Şişli
3603,2 + 1,120.0,105 ,4. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,1.550.000 TL,Şişli
3604,1 + 1,110.0,95 ,5. Kat,11 Yaşında,Kombi,Eşyalı Değil,Uygun değil,Kat İrtifakı,1,515.000 TL,Şişli
3605,2 + 1,90.0,80 ,5. Kat,1 Yaşında,Merkezi,Eşyalı Değil,Uygun,Kat İrtifakı,1,470.000 TL,Şişli
3606,2 + 1,95.0,85 ,Yarı Bodrum,5 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,1,310.000 TL,Şişli
3607,2 + 1,95.0,80 ,4. Kat,35 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,450.000 TL,Şişli
3608,2 + 1,115.0,100 ,2. Kat,40 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,675.000 TL,Şişli
3609,3 + 1,125.0,110 ,3. Kat,1 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,1.400.000 TL,Şişli
3610,2 + 1,110.0,98 ,4. Kat,24 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,875.000 TL,Şişli
3611,4 + 2,165.0,155 ,4. Kat,35 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,700.000 TL,Şişli
3612,4 + 1,190.0,180 ,4. Kat,10 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,1.450.000 TL,Şişli
3613,5 + 2,190.0,175 ,4. Kat,6 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,880.000 TL,Şişli
3614,4 + 1,150.0,135 ,3. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,1,470.000 TL,Şişli
3615,4 + 1,327.0,145 ,1. Kat,35 Yaşında,Merkezi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,2.750.000 TL,Şişli
3616,3 + 1,130.0,120 ,4. Kat,2 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,1.250.000 TL,Şişli
3617,2 + 1,135.0,119 ,Zemin,30 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,540.000 TL,Şişli
3618,2 + 1,90.0,85 ,1. Kat,15 Yaşında,Kombi,Eşyalı Değil,Uygun değil,Arsa,1,225.000 TL,Şişli
3619,4 + 1,180.0,180 ,1. Kat,35 Yaşında,Merkezi,Eşyalı Değil,Uygun,Arsa,1,3.000.000 TL,Şişli
3620,3 + 1,165.0,150 ,3. Kat,42 Yaşında,Merkezi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,1.800.000 TL,Şişli
3633,1 + 1,90.0,Belirtilmemiş,1. Kat,14 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,320.000 TL,Tuzla
3634,3 + 1,130.0,118 ,3. Kat,1 Yaşında,Merkezi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,500.000 TL,Tuzla
3635,2 + 1,95.0,83 ,1. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,1,325.000 TL,Tuzla
3636,1 + 1,65.0,48 ,1. Kat,1 Yaşında,Merkezi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,245.000 TL,Tuzla
3637,2 + 1,110.0,85 ,5. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,430.000 TL,Tuzla
3638,1 + 1,66.0,50 ,Bahçe Katı,4 Yaşında,Merkezi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,205.000 TL,Tuzla
3639,2 + 1,105.0,73 ,4. Kat,1 Yaşında,Merkezi (Pay Ölçer),Eşyalı Değil,Uygun,Kat İrtifakı,1,446.000 TL,Tuzla
3640,2 + 1,115.0,80 ,3. Kat,1 Yaşında,Merkezi (Pay Ölçer),Eşyalı Değil,Uygun,Kat İrtifakı,2,522.000 TL,Tuzla
3641,3 + 1,130.0,125 ,11. Kat,11 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,1,385.000 TL,Tuzla
3642,1 + 0,40.0,Belirtilmemiş,3. Kat,9 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,115.000 TL,Tuzla
3643,2 + 1,90.0,75 ,3. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,1,280.000 TL,Tuzla
3644,2 + 1,90.0,85 ,4. Kat,30 Yaşında,Soba,Eşyalı Değil,Uygun değil,Arsa,1,145.000 TL,Tuzla
3645,2 + 1,112.0,90 ,2. Kat,Sıfır Bina,Merkezi (Pay Ölçer),Eşyalı Değil,Uygun,Kat Mülkiyeti,1,345.000 TL,Tuzla
3646,3 + 1,140.0,115 ,1. Kat,3 Yaşında,Merkezi,Eşyalı,Uygun,Kat Mülkiyeti,2,685.000 TL,Tuzla
3647,3 + 1,180.0,150 ,4. Kat,5 Yaşında,Merkezi (Pay Ölçer),Eşyalı Değil,Uygun,Kat Mülkiyeti,2,535.000 TL,Tuzla
3648,2 + 1,115.0,88 ,6. Kat,1 Yaşında,Merkezi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,405.000 TL,Tuzla
3649,2 + 1,110.0,90 ,4. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,430.000 TL,Tuzla
3650,2 + 1,95.0,85 ,Giriş Katı,10 Yaşında,Merkezi (Pay Ölçer),Eşyalı Değil,Uygun,Kat Mülkiyeti,1,189.000 TL,Tuzla
3651,3 + 1,165.0,150 ,1. Kat,33 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,1.100.000 TL,Tuzla
3652,2 + 1,90.0,77 ,Bahçe Katı,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,315.000 TL,Tuzla
3653,1 + 1,70.0,63 ,1. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,250.000 TL,Tuzla
3654,3 + 1,125.0,Belirtilmemiş,Giriş Katı,4 Yaşında,Belirtilmemiş,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,465.000 TL,Tuzla
3655,4 + 1,300.0,250 ,9. Kat,Sıfır Bina,Belirtilmemiş,Eşyalı Değil,Bilinmiyor,Kat Mülkiyeti,3,750.000 TL,Tuzla
3656,1 + 1,62.0,57 ,Giriş Katı,5 Yaşında,Merkezi (Pay Ölçer),Eşyalı Değil,Uygun,Kat Mülkiyeti,1,200.000 TL,Tuzla
3657,2 + 1,100.0,90 ,Yüksek Giriş,18 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,1,260.000 TL,Tuzla
3658,3 + 1,145.0,135 ,3. Kat,Sıfır Bina,Merkezi,Eşyalı Değil,Uygun,Kat İrtifakı,2,550.000 TL,Tuzla
3659,3 + 1,133.0,121 ,2. Kat,13 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,345.000 TL,Tuzla
3660,2 + 1,95.0,Belirtilmemiş,3. Kat,2 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,245.000 TL,Tuzla
3661,3 + 1,115.0,95 ,3. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,720.000 TL,Tuzla
3662,2 + 1,115.0,79 ,1. Kat,Sıfır Bina,Merkezi (Pay Ölçer),Eşyalı Değil,Uygun,Kat İrtifakı,2,478.000 TL,Tuzla
3663,3 + 1,140.0,100 ,1. Kat,Sıfır Bina,Merkezi (Pay Ölçer),Eşyalı Değil,Uygun,Kat İrtifakı,2,600.000 TL,Tuzla
3664,3 + 1,145.0,130 ,2. Kat,4 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,1.500.000 TL,Tuzla
3665,4 + 1,170.0,155 ,3. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,485.000 TL,Tuzla
3666,3 + 1,120.0,115 ,4. Kat,1 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,560.000 TL,Tuzla
3667,3 + 1,130.0,100 ,1. Kat,2 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,700.000 TL,Tuzla
3668,3 + 1,120.0,105 ,4. Kat,1 Yaşında,Merkezi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,510.000 TL,Tuzla
3669,2 + 1,120.0,Belirtilmemiş,5. Kat,8 Yaşında,Merkezi (Pay Ölçer),Eşyalı Değil,Uygun,Kat Mülkiyeti,1,405.000 TL,Tuzla
3670,2 + 1,95.0,72 ,3. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,1,290.000 TL,Tuzla
3671,3 + 1,135.0,107 ,4. Kat,Sıfır Bina,Merkezi (Pay Ölçer),Eşyalı Değil,Uygun,Kat İrtifakı,2,650.000 TL,Tuzla
3672,3 + 1,125.0,110 ,4. Kat,Sıfır Bina,Merkezi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,460.000 TL,Tuzla
3673,2 + 1,103.0,85 ,1. Kat,Sıfır Bina,Merkezi (Pay Ölçer),Eşyalı Değil,Uygun,Kat Mülkiyeti,1,380.000 TL,Tuzla
3674,2 + 1,100.0,90 ,Giriş Katı,8 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,245.000 TL,Tuzla
3675,2 + 1,105.0,73 ,5. Kat,Sıfır Bina,Merkezi (Pay Ölçer),Eşyalı Değil,Uygun,Kat Mülkiyeti,1,480.000 TL,Tuzla
3676,1 + 1,75.0,42 ,3. Kat,Sıfır Bina,Merkezi (Pay Ölçer),Eşyalı Değil,Uygun,Kat İrtifakı,1,280.000 TL,Tuzla
3677,3 + 1,125.0,125 ,10. Kat,5 Yaşında,Merkezi (Pay Ölçer),Eşyalı Değil,Uygun,Kat Mülkiyeti,2,445.000 TL,Tuzla
3678,4 + 1,180.0,170 ,4. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,1,565.000 TL,Tuzla
3679,2 + 1,100.0,90 ,Giriş Katı,15 Yaşında,Kombi,Eşyalı,Uygun,Kat Mülkiyeti,1,305.000 TL,Tuzla
3680,3 + 1,120.0,110 ,Yüksek Giriş,19 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,385.000 TL,Tuzla
3681,4 + 1,174.0,152 ,5. Kat,5 Yaşında,Merkezi (Pay Ölçer),Eşyalı Değil,Uygun,Kat Mülkiyeti,2,775.000 TL,Tuzla
3682,3 + 1,150.0,125 ,3. Kat,4 Yaşında,Merkezi,Eşyalı Değil,Uygun,Kat İrtifakı,2,410.000 TL,Tuzla
3683,3 + 1,130.0,110 ,Bahçe Katı,10 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,615.000 TL,Tuzla
3684,1 + 1,53.0,47 ,1. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,235.000 TL,Tuzla
3685,3 + 1,135.0,115 ,2. Kat,1 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,535.000 TL,Tuzla
3686,3 + 1,158.0,145 ,7. Kat,5 Yaşında,Merkezi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,735.000 TL,Tuzla
3687,2 + 1,90.0,80 ,5. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,360.000 TL,Tuzla
3688,3 + 1,110.0,90 ,Yüksek Giriş,3 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,520.000 TL,Tuzla
3689,2 + 1,105.0,90 ,4. Kat,Sıfır Bina,Merkezi (Pay Ölçer),Eşyalı Değil,Uygun,Kat Mülkiyeti,2,550.000 TL,Tuzla
3690,3 + 1,150.0,130 ,3. Kat,3 Yaşında,Merkezi (Pay Ölçer),Eşyalı Değil,Uygun,Kat Mülkiyeti,3,650.000 TL,Tuzla
3691,3 + 1,110.0,100 ,Yüksek Giriş,3 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,300.000 TL,Tuzla
3692,2 + 1,85.0,75 ,11. Kat,10 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,220.000 TL,Tuzla
3693,2 + 1,110.0,100 ,2. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,500.000 TL,Tuzla
3694,2 + 1,90.0,75 ,1. Kat,Sıfır Bina,Merkezi (Pay Ölçer),Eşyalı Değil,Uygun,Kat Mülkiyeti,1,220.000 TL,Tuzla
3695,2 + 1,105.0,72 ,4. Kat,1 Yaşında,Merkezi (Pay Ölçer),Eşyalı Değil,Uygun,Kat İrtifakı,1,480.000 TL,Tuzla
3696,1 + 1,70.0,42 ,1. Kat,Sıfır Bina,Merkezi (Pay Ölçer),Eşyalı Değil,Uygun,Kat İrtifakı,1,295.000 TL,Tuzla
3697,2 + 1,120.0,108 ,2. Kat,3 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,520.000 TL,Tuzla
3698,3 + 1,190.0,170 ,3. Kat,4 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,450.000 TL,Tuzla
3699,2 + 1,105.0,Belirtilmemiş,4. Kat,2 Yaşında,Belirtilmemiş,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,429.000 TL,Tuzla
3700,2 + 1,90.0,80 ,6. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,265.000 TL,Tuzla
3701,1 + 1,65.0,48 ,3. Kat,1 Yaşında,Merkezi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,245.000 TL,Tuzla
3702,3 + 1,125.0,110 ,5. Kat,3 Yaşında,Merkezi (Pay Ölçer),Eşyalı Değil,Uygun,Kat Mülkiyeti,1,590.000 TL,Tuzla
3703,2 + 1,128.0,118 ,2. Kat,6 Yaşında,Merkezi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,375.000 TL,Tuzla
3704,2 + 1,90.0,83 ,4. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,430.000 TL,Tuzla
3705,3 + 1,141.0,129 ,1. Kat,5 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,550.000 TL,Tuzla
3706,4 + 1,208.0,176 ,4. Kat,6 Yaşında,Merkezi (Pay Ölçer),Eşyalı Değil,Uygun,Kat Mülkiyeti,2,750.000 TL,Tuzla
3707,3 + 1,125.0,115 ,1. Kat,1 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,560.000 TL,Tuzla
3708,2 + 1,95.0,85 ,Yüksek Giriş,15 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,1,290.000 TL,Tuzla
3709,4 + 1,154.0,131 ,5. Kat,Sıfır Bina,Merkezi (Pay Ölçer),Eşyalı Değil,Uygun,Kat Mülkiyeti,2,575.000 TL,Tuzla
3710,2 + 1,105.0,73 ,3. Kat,Sıfır Bina,Merkezi (Pay Ölçer),Eşyalı Değil,Uygun,Kat İrtifakı,1,520.000 TL,Tuzla
3711,2 + 1,110.0,100 ,2. Kat,1 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,420.000 TL,Tuzla
3712,2 + 1,105.0,81 ,2. Kat,5 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,475.000 TL,Tuzla
3713,3 + 1,130.0,110 ,Yüksek Giriş,3 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,490.000 TL,Tuzla
3714,3 + 1,135.0,98 ,4. Kat,Sıfır Bina,Merkezi (Pay Ölçer),Eşyalı Değil,Uygun,Kat İrtifakı,2,640.000 TL,Tuzla
3715,1 + 1,68.0,56 ,4. Kat,5 Yaşında,Merkezi,Eşyalı Değil,Uygun,Kat İrtifakı,1,283.000 TL,Tuzla
3716,3 + 1,165.0,145 ,1. Kat,13 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,780.000 TL,Tuzla
3717,4 + 2,200.0,180 ,3. Kat,35 Yaşında,Kombi,Eşyalı Değil,Uygun değil,Arsa,2,230.000 TL,Tuzla
3718,2 + 1,90.0,80 ,1. Kat,1 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,395.000 TL,Tuzla
3719,3 + 1,110.0,100 ,4. Kat,15 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,1,400.000 TL,Tuzla
3720,2 + 1,90.0,70 ,Bahçe Katı,1 Yaşında,Merkezi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,340.000 TL,Tuzla
3721,3 + 1,126.0,105 ,3. Kat,7 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,725.000 TL,Tuzla
3722,2 + 1,115.0,80 ,4. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,1,320.000 TL,Tuzla
3723,3 + 1,135.0,110 ,8. Kat,Sıfır Bina,Merkezi (Pay Ölçer),Eşyalı Değil,Uygun,Kat İrtifakı,2,400.000 TL,Tuzla
3724,2 + 1,99.0,80 ,5. Kat,Sıfır Bina,Merkezi (Pay Ölçer),Eşyalı Değil,Uygun,Kat Mülkiyeti,1,280.000 TL,Tuzla
3725,4 + 2,260.0,230 ,6. Kat,3 Yaşında,Merkezi (Pay Ölçer),Eşyalı Değil,Uygun,Kat Mülkiyeti,4,1.050.000 TL,Tuzla
3726,2 + 1,96.0,78 ,2. Kat,Sıfır Bina,Merkezi,Eşyalı Değil,Uygun,Kat İrtifakı,1,325.000 TL,Tuzla
3727,2 + 1,95.0,85 ,Yüksek Giriş,15 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,1,290.000 TL,Tuzla
3728,4 + 1,154.0,131 ,5. Kat,Sıfır Bina,Merkezi (Pay Ölçer),Eşyalı Değil,Uygun,Kat Mülkiyeti,2,575.000 TL,Tuzla
3729,2 + 1,105.0,73 ,3. Kat,Sıfır Bina,Merkezi (Pay Ölçer),Eşyalı Değil,Uygun,Kat İrtifakı,1,520.000 TL,Tuzla
3730,2 + 1,110.0,100 ,2. Kat,1 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,420.000 TL,Tuzla
3731,2 + 1,105.0,81 ,2. Kat,5 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,475.000 TL,Tuzla
3732,3 + 1,130.0,110 ,Yüksek Giriş,3 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,490.000 TL,Tuzla
3746,5 + 1,190.0,170 ,7. Kat,13 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,3,645.000 TL,Ümraniye
3747,3 + 1,130.0,Belirtilmemiş,5. Kat,16 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,400.000 TL,Ümraniye
3748,3 + 2,181.0,Belirtilmemiş,8. Kat,15 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,3,990.000 TL,Ümraniye
3749,2 + 1,125.0,85 ,12. Kat,5 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,445.000 TL,Ümraniye
3750,3 + 1,140.0,130 ,4. Kat,18 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,2,420.000 TL,Ümraniye
3751,3 + 1,115.0,90 ,4. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,2,600.000 TL,Ümraniye
3752,2 + 1,98.0,84 ,2. Kat,23 Yaşında,Klima,Eşyalı Değil,Uygun,Kat İrtifakı,1,420.000 TL,Ümraniye
3753,5 + 2,200.0,Belirtilmemiş,4. Kat,12 Yaşında,Kombi,Eşyalı Değil,Uygun değil,Kat Mülkiyeti,2,580.000 TL,Ümraniye
3754,2 + 1,90.0,80 ,4. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,290.000 TL,Ümraniye
3755,4 + 1,184.0,Belirtilmemiş,5. Kat,11 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,3,740.000 TL,Ümraniye
3756,1 + 1,75.0,55 ,Zemin,2 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,1,275.000 TL,Ümraniye
3757,1 + 1,70.0,50 ,1. Kat,10 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,1,335.000 TL,Ümraniye
3758,3 + 1,169.0,Belirtilmemiş,4. Kat,11 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,860.000 TL,Ümraniye
3759,3 + 1,100.0,Belirtilmemiş,2. Kat,32 Yaşında,Belirtilmemiş,Eşyalı Değil,Uygun değil,Kat Mülkiyeti,1,340.000 TL,Ümraniye
3760,3 + 1,150.0,140 ,2. Kat,26 Yaşında,Kombi,Eşyalı Değil,Uygun değil,Arsa,1,360.000 TL,Ümraniye
3761,3 + 1,125.0,100 ,4. Kat,32 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,490.000 TL,Ümraniye
3762,3 + 1,120.0,105 ,3. Kat,7 Yaşında,Kombi,Eşyalı Değil,Uygun,Arsa,1,675.000 TL,Ümraniye
3763,4 + 1,250.0,240 ,En Üst Kat,15 Yaşında,Kombi,Eşyalı Değil,Uygun,Arsa,2,650.000 TL,Ümraniye
3764,3 + 1,140.0,125 ,3. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,2,750.000 TL,Ümraniye
3765,5 + 1,190.0,170 ,7. Kat,13 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,3,645.000 TL,Ümraniye
3766,3 + 1,130.0,Belirtilmemiş,5. Kat,16 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,400.000 TL,Ümraniye
3767,3 + 2,181.0,Belirtilmemiş,8. Kat,15 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,3,990.000 TL,Ümraniye
3768,2 + 1,125.0,85 ,12. Kat,5 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,445.000 TL,Ümraniye
3769,3 + 1,140.0,130 ,4. Kat,18 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,2,420.000 TL,Ümraniye
3770,3 + 1,115.0,90 ,4. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,2,600.000 TL,Ümraniye
3771,2 + 1,98.0,84 ,2. Kat,23 Yaşında,Klima,Eşyalı Değil,Uygun,Kat İrtifakı,1,420.000 TL,Ümraniye
3772,5 + 2,200.0,Belirtilmemiş,4. Kat,12 Yaşında,Kombi,Eşyalı Değil,Uygun değil,Kat Mülkiyeti,2,580.000 TL,Ümraniye
3773,2 + 1,90.0,80 ,4. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,290.000 TL,Ümraniye
3774,4 + 1,184.0,Belirtilmemiş,5. Kat,11 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,3,740.000 TL,Ümraniye
3775,1 + 1,75.0,55 ,Zemin,2 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,1,275.000 TL,Ümraniye
